sid,link_name,borough,treatment_group,signed_min_distance_m,signed_max_distance_m,nearest_boundary_line_m,wholly_north_of_boundary,geometry_source,metric,polyline
11012,Madison Avenue - Northbound - 42nd St to 49th St,Manhattan,treated,-1582.0291857868222,-1020.1849850404178,1020.1849850404178,False,E-Z Pass segment polyline; existing geo.py 60th-St anchors,local equirectangular 40.767deg; infinite 60th-St line; north positive,_pvwFpapbMaG{DyJuGwFqD
2001,Lexington Avenue - Southbound - 49th St to 42nd St,Manhattan,treated,-1586.2009592036302,-1026.1363261382942,1026.1363261382942,False,E-Z Pass segment polyline; existing geo.py 60th-St anchors,local equirectangular 40.767deg; infinite 60th-St line; north positive,ecwwFdynbMlZhS
5002,49th Street - Westbound - 3rd Ave to Lexington Ave,Manhattan,treated,-1028.8105398674195,-1026.1363261382942,1026.1363261382942,False,E-Z Pass segment polyline; existing geo.py 60th-St anchors,local equirectangular 40.767deg; infinite 60th-St line; north positive,a_wwFfonbMcC|H
4005,3rd Avenue - Northbound - 42nd St to 49th St,Manhattan,treated,-1592.2333370819722,-1028.8105398674195,1028.8105398674195,False,E-Z Pass segment polyline; existing geo.py 60th-St anchors,local equirectangular 40.767deg; infinite 60th-St line; north positive,icvwFhcobMgCyAoVgP
46005,49th Street - Westbound - 2nd Ave to 3rd Ave,Manhattan,treated,-1034.7683639077354,-1030.9823255621716,1030.9823255621716,False,E-Z Pass segment polyline; existing geo.py 60th-St anchors,local equirectangular 40.767deg; infinite 60th-St line; north positive,ayvwFbanbMyD~L
46042,2nd Avenue - Southbound - 49th St to 42nd St,Manhattan,treated,-1598.5833791363634,-1034.7683639077354,1034.7683639077354,False,E-Z Pass segment polyline; existing geo.py 60th-St anchors,local equirectangular 40.767deg; infinite 60th-St line; north positive,ayvwFbanbM|L|HxLdI
40046,49th Street - Westbound - 1st Ave to 2nd Ave,Manhattan,treated,-1041.137854788954,-1034.7683639077354,1034.7683639077354,False,E-Z Pass segment polyline; existing geo.py 60th-St anchors,local equirectangular 40.767deg; infinite 60th-St line; north positive,yrvwFlrmbMgEtM
48040,1st Avenue - Northbound - 42nd St to 49th St,Manhattan,treated,-1605.5460592450515,-1041.3388260035647,1041.3388260035647,False,E-Z Pass segment polyline; existing geo.py 60th-St anchors,local equirectangular 40.767deg; infinite 60th-St line; north positive,_wuwFnfnbM_DsByMyI}FwD
171172,Henry Hudson Pkwy - Northbound - 79th St to 99th St,Manhattan,control,1458.8467977602231,3077.1545290655713,1458.8467977602231,True,E-Z Pass segment polyline; existing geo.py 60th-St anchors,local equirectangular 40.767deg; infinite 60th-St line; north positive,i||wFh~pbMkGwCsHsB_Cu@uCmAwCuAeGoD_FoDwEqEgKuMgD{B_IkB
172171,Henry Hudson Pkwy - Southbound - 99th St to 79th St,Manhattan,control,1459.287637841017,3077.605093559779,1459.287637841017,True,E-Z Pass segment polyline; existing geo.py 60th-St anchors,local equirectangular 40.767deg; infinite 60th-St line; north positive,}m_xFliobMvEvAzEhCjEfEdEhFjElE|EvDlJtFnEjBlEvAlHpBtFdC
109080,42nd Street - Westbound - 10th Ave to 11th Ave,Manhattan,treated,-1527.063558878073,-1519.027951806642,1519.027951806642,False,E-Z Pass segment polyline; existing geo.py 60th-St anchors,local equirectangular 40.767deg; infinite 60th-St line; north positive,q{wwFffsbMoFpP
49109,42nd Street - Westbound - 9th Ave to 10th Ave,Manhattan,treated,-1531.7604506275477,-1527.6567481055008,1527.6567481055008,False,E-Z Pass segment polyline; existing geo.py 60th-St anchors,local equirectangular 40.767deg; infinite 60th-St line; north positive,ctwwFhtrbMkFzP
80108,11th Avenue - Southbound - 42nd St to 34th St,Manhattan,exempt_in_zone,-2180.0903440998222,-1536.5448620982281,1536.5448620982281,False,E-Z Pass segment polyline; existing geo.py 60th-St anchors,local equirectangular 40.767deg; infinite 60th-St line; north positive,gbxwFpxsbMt^|U
53049,42nd Street - Westbound - 8th Ave to 9th Ave,Manhattan,treated,-1548.272504851569,-1541.212580607012,1541.212580607012,False,E-Z Pass segment polyline; existing geo.py 60th-St anchors,local equirectangular 40.767deg; infinite 60th-St line; north positive,alwwFtbrbMqFzP
78109,10th Avenue - Northbound - 34th St to 42nd St,Manhattan,treated,-2186.9492971306354,-1543.403815129432,1543.403815129432,False,E-Z Pass segment polyline; existing geo.py 60th-St anchors,local equirectangular 40.767deg; infinite 60th-St line; north positive,a{vwFv}sbMu^}U
59053,42nd Street - Westbound - 7th Ave to 8th Ave,Manhattan,treated,-1555.322704681888,-1548.855969664759,1548.855969664759,False,E-Z Pass segment polyline; existing geo.py 60th-St anchors,local equirectangular 40.767deg; infinite 60th-St line; north positive,sdwwFbqqbMoFxP
49119,9th Avenue - Southbound - 42nd St to 37th St,Manhattan,treated,-1947.9296947839653,-1551.8413646267027,1551.8413646267027,False,E-Z Pass segment polyline; existing geo.py 60th-St anchors,local equirectangular 40.767deg; infinite 60th-St line; north positive,cswwF~trbMnRbM
80109,42nd Street - Eastbound - 11th Ave to 10th Ave,Manhattan,treated,-1556.0034136305223,-1552.885118348763,1552.885118348763,False,E-Z Pass segment polyline; existing geo.py 60th-St anchors,local equirectangular 40.767deg; infinite 60th-St line; north positive,maxwFbysbMhF{P
17059,42nd Street - Westbound - 6th Ave to 7th Ave,Manhattan,treated,-1561.5884684852313,-1555.322704681888,1555.322704681888,False,E-Z Pass segment polyline; existing geo.py 60th-St anchors,local equirectangular 40.767deg; infinite 60th-St line; north positive,e}vwFl_qbMmFtP
57053,8th Avenue - Northbound - 34th St to 42nd St,Manhattan,treated,-2197.911952683453,-1558.3080996446565,1558.3080996446565,False,E-Z Pass segment polyline; existing geo.py 60th-St anchors,local equirectangular 40.767deg; infinite 60th-St line; north positive,elvwFbzrbMm^}U
49053,42nd Street - Eastbound - 9th Ave to 8th Ave,Manhattan,treated,-1566.1816331564057,-1560.7003053799967,1560.7003053799967,False,E-Z Pass segment polyline; existing geo.py 60th-St anchors,local equirectangular 40.767deg; infinite 60th-St line; north positive,urwwFhurbMlFyP
109049,42nd Street - Eastbound - 10th Ave to 9th Ave,Manhattan,treated,-1563.4555558887635,-1560.7294786206878,1560.7294786206878,False,E-Z Pass segment polyline; existing geo.py 60th-St anchors,local equirectangular 40.767deg; infinite 60th-St line; north positive,{ywwFjgsbMhF}P
14017,42nd Street - Westbound - 5th Ave to 6th Ave,Manhattan,treated,-1569.3096528515869,-1561.9806864989148,1561.9806864989148,False,E-Z Pass segment polyline; existing geo.py 60th-St anchors,local equirectangular 40.767deg; infinite 60th-St line; north positive,utvwFhkpbMoGdS
59060,7th Avenue - Southbound - 42nd St to 34th St,Manhattan,treated,-2205.163123727083,-1563.789427420674,1563.789427420674,False,E-Z Pass segment polyline; existing geo.py 60th-St anchors,local equirectangular 40.767deg; infinite 60th-St line; north positive,edwwFjqqbMvNpJlJvGfBdA`@P
53059,42nd Street - Eastbound - 8th Ave to 7th Ave,Manhattan,treated,-1572.648368173535,-1567.167040396693,1567.167040396693,False,E-Z Pass segment polyline; existing geo.py 60th-St anchors,local equirectangular 40.767deg; infinite 60th-St line; north positive,ekwwFncrbMlFyP
11014,42nd Street - Westbound - Madison Ave to 5th Ave,Manhattan,treated,-1573.1702450343525,-1569.3096528515869,1569.3096528515869,False,E-Z Pass segment polyline; existing geo.py 60th-St anchors,local equirectangular 40.767deg; infinite 60th-St line; north positive,mpvwFfapbMgC`I
23017,6th Avenue - Northbound - 34th St to 42nd St,Manhattan,treated,-2211.830829957132,-1569.4620019974132,1569.4620019974132,False,E-Z Pass segment polyline; existing geo.py 60th-St anchors,local equirectangular 40.767deg; infinite 60th-St line; north positive,c}uwFnvqbMu^wU
59017,42nd Street - Eastbound - 7th Ave to 6th Ave,Manhattan,treated,-1579.3063499901702,-1572.648368173535,1572.648368173535,False,E-Z Pass segment polyline; existing geo.py 60th-St anchors,local equirectangular 40.767deg; infinite 60th-St line; north positive,wcwwFtqqbMlFsP
1011,42nd Street - Westbound - Lexington Ave to Madison Ave,Manhattan,treated,-1578.7293681193696,-1573.1702450343525,1573.1702450343525,False,E-Z Pass segment polyline; existing geo.py 60th-St anchors,local equirectangular 40.767deg; infinite 60th-St line; north positive,_hvwF|lobMmGhS
14118,5th Avenue - Southbound - 42nd St to 34th St,Manhattan,treated,-2218.566607083201,-1575.8055611089737,1575.8055611089737,False,E-Z Pass segment polyline; existing geo.py 60th-St anchors,local equirectangular 40.767deg; infinite 60th-St line; north positive,ktvwFpkpbMt^xU
4001,42nd Street - Westbound - 3rd Ave to Lexington Ave,Manhattan,treated,-1584.7520215834738,-1578.7293681193696,1578.7293681193696,False,E-Z Pass segment polyline; existing geo.py 60th-St anchors,local equirectangular 40.767deg; infinite 60th-St line; north positive,ucvwF`cobMiCzH
17014,42nd Street - Eastbound - 6th Ave to 5th Ave,Manhattan,treated,-1588.0129415976378,-1579.6985680029873,1579.6985680029873,False,E-Z Pass segment polyline; existing geo.py 60th-St anchors,local equirectangular 40.767deg; infinite 60th-St line; north positive,i|vwFb`qbMpGeS
8011,Madison Avenue - Northbound - 34th St to 42nd St,Manhattan,treated,-2222.61844606673,-1581.6369677731386,1581.6369677731386,False,E-Z Pass segment polyline; existing geo.py 60th-St anchors,local equirectangular 40.767deg; infinite 60th-St line; north positive,opuwFnxpbM}JsGqJmG_G}D
42004,42nd Street - Westbound - 2nd Ave to 3rd Ave,Manhattan,treated,-1589.7244383838938,-1584.3598035697903,1584.3598035697903,False,E-Z Pass segment polyline; existing geo.py 60th-St anchors,local equirectangular 40.767deg; infinite 60th-St line; north positive,w}uwF|tnbM}D`M
14011,42nd Street - Eastbound - 5th Ave to Madison Ave,Manhattan,treated,-1590.4959085264322,-1588.0129415976378,1588.0129415976378,False,E-Z Pass segment polyline; existing geo.py 60th-St anchors,local equirectangular 40.767deg; infinite 60th-St line; north positive,wsvwF|kpbMdCcI
48042,42nd Street - Westbound - 1st Ave to 2nd Ave,Manhattan,treated,-1593.9318679838161,-1589.33222037021,1589.33222037021,False,E-Z Pass segment polyline; existing geo.py 60th-St anchors,local equirectangular 40.767deg; infinite 60th-St line; north positive,qwuwF`fnbMeExM
11001,42nd Street - Eastbound - Madison Ave to Lexington Ave,Manhattan,treated,-1599.0015289192888,-1590.4959085264322,1590.4959085264322,False,E-Z Pass segment polyline; existing geo.py 60th-St anchors,local equirectangular 40.767deg; infinite 60th-St line; north positive,qovwFxapbMxCiJtBuG
20004,3rd Avenue - Northbound - 34th St to 42nd St,Manhattan,treated,-2234.7934118424546,-1592.2333370819722,1592.2333370819722,False,E-Z Pass segment polyline; existing geo.py 60th-St anchors,local equirectangular 40.767deg; infinite 60th-St line; north positive,ucuwFfzobMaKuGqFmD_KyG
1004,42nd Street - Eastbound - Lexington Ave to 3rd Ave,Manhattan,treated,-1602.0776850755537,-1599.0015289192888,1599.0015289192888,False,E-Z Pass segment polyline; existing geo.py 60th-St anchors,local equirectangular 40.767deg; infinite 60th-St line; north positive,agvwFxmobMfCeI
42103,2nd Avenue -  Southbound - 42nd St to 34th St,Manhattan,treated,-2240.9424826839263,-1601.5396008580497,1601.5396008580497,False,E-Z Pass segment polyline; existing geo.py 60th-St anchors,local equirectangular 40.767deg; infinite 60th-St line; north positive,c}uwFfunbMj^`V
4042,42nd Street - Eastbound - 3rd Ave to 2nd Ave,Manhattan,treated,-1607.442319888833,-1602.0776850755537,1602.0776850755537,False,E-Z Pass segment polyline; existing geo.py 60th-St anchors,local equirectangular 40.767deg; infinite 60th-St line; north positive,ybvwFrcobM|DaM
42048,42nd Street - Eastbound - 2nd Ave to 1st Ave,Manhattan,treated,-1614.404999997088,-1607.834537902517,1607.834537902517,False,E-Z Pass segment polyline; existing geo.py 60th-St anchors,local equirectangular 40.767deg; infinite 60th-St line; north positive,{|uwFrunbMhEyM
119061,9th Avenue - Southbound - 37th St to 34th St,Manhattan,treated,-2191.445217665499,-1948.321912797649,1948.321912797649,False,E-Z Pass segment polyline; existing geo.py 60th-St anchors,local equirectangular 40.767deg; infinite 60th-St line; north positive,s_wwFdcsbM|JvG
190191,Lexington Ave - Southbound - 96 St to 86 St,Manhattan,control,1977.5794317261305,2788.6506275861702,1977.5794317261305,True,E-Z Pass segment polyline; existing geo.py 60th-St anchors,local equirectangular 40.767deg; infinite 60th-St line; north positive,u~|wFjpjbMzf@`\
188189,5th Avenue  - Southbound - 96 St to 86 St,Manhattan,control,1988.1758010349647,2799.840186120783,1988.1758010349647,True,E-Z Pass segment polyline; existing geo.py 60th-St anchors,local equirectangular 40.767deg; infinite 60th-St line; north positive,mk}wFrnkbM|f@~[
78108,34th Street - Westbound - 10th Ave to 11th Ave,Manhattan,treated,-2165.8829758895017,-2163.357869836037,2163.357869836037,False,E-Z Pass segment polyline; existing geo.py 60th-St anchors,local equirectangular 40.767deg; infinite 60th-St line; north positive,c|vwF`}sbMgFxP
61078,34th Street - Westbound - 9th Ave to 10th Ave,Manhattan,treated,-2182.1940589002124,-2175.727323883083,2175.727323883083,False,E-Z Pass segment polyline; existing geo.py 60th-St anchors,local equirectangular 40.767deg; infinite 60th-St line; north positive,ctvwFpksbMoFxP
57061,34th Street - Westbound - 8th Ave to 9th Ave,Manhattan,treated,-2190.4306371849543,-2182.586276913896,2182.586276913896,False,E-Z Pass segment polyline; existing geo.py 60th-St anchors,local equirectangular 40.767deg; infinite 60th-St line; north positive,qlvwFzyrbMqFvP
108104,11th Avenue - Southbound - 34th St to 23rd St,Manhattan,exempt_in_zone,-3067.1416245699693,-2184.2329442767973,2184.2329442767973,False,E-Z Pass segment polyline; existing geo.py 60th-St anchors,local equirectangular 40.767deg; infinite 60th-St line; north positive,gbwwFjotbMdj@d_@
79078,10th Avenue - Northbound - 23rd St to 34th St,Manhattan,treated,-3062.788328766253,-2185.5716718766644,2185.5716718766644,False,E-Z Pass segment polyline; existing geo.py 60th-St anchors,local equirectangular 40.767deg; infinite 60th-St line; north positive,_puwFb}tbMcj@m^
60057,34th Street - Westbound - 7th Ave to 8th Ave,Manhattan,treated,-2196.6964009879057,-2190.4306371849543,2190.4306371849543,False,E-Z Pass segment polyline; existing geo.py 60th-St anchors,local equirectangular 40.767deg; infinite 60th-St line; north positive,cevwFdhrbMmFtP
61082,9th Avenue - Southbound - 34th St to 23rd St,Manhattan,treated,-3068.8531213562433,-2191.445217665499,2191.445217665499,False,E-Z Pass segment polyline; existing geo.py 60th-St anchors,local equirectangular 40.767deg; infinite 60th-St line; north positive,usvwF|ksbMtVjPxLbIpDbC
108078,34th Street - Eastbound - 11th Ave to 10th Ave,Manhattan,treated,-2196.200455895922,-2193.2831318287735,2193.2831318287735,False,E-Z Pass segment polyline; existing geo.py 60th-St anchors,local equirectangular 40.767deg; infinite 60th-St line; north positive,{awwFzotbMfFwP
78061,34th Street - Eastbound - 10th Ave to 9th Ave,Manhattan,treated,-2201.2895656590804,-2195.808237882671,2195.808237882671,False,E-Z Pass segment polyline; existing geo.py 60th-St anchors,local equirectangular 40.767deg; infinite 60th-St line; north positive,szvwF`~sbMlFyP
23060,34th Street - Westbound - 6th Ave to 7th Ave,Manhattan,treated,-2202.971889205529,-2196.6964009879057,2196.6964009879057,False,E-Z Pass segment polyline; existing geo.py 60th-St anchors,local equirectangular 40.767deg; infinite 60th-St line; north positive,q}uwFdvqbMqF~P
50057,8th Avenue - Northbound - 23rd St to 34th St,Manhattan,treated,-3075.1286095738656,-2197.911952683453,2197.911952683453,False,E-Z Pass segment polyline; existing geo.py 60th-St anchors,local equirectangular 40.767deg; infinite 60th-St line; north positive,aauwFpysbMcj@m^
61057,34th Street - Eastbound - 9th Ave to 8th Ave,Manhattan,treated,-2206.7708934359225,-2201.2895656590804,2201.2895656590804,False,E-Z Pass segment polyline; existing geo.py 60th-St anchors,local equirectangular 40.767deg; infinite 60th-St line; north positive,esvwFflsbMlFyP
118023,34th Street - Westbound - 5th Ave to 6th Ave,Manhattan,treated,-2211.477509598819,-2201.594263951558,2201.594263951558,False,E-Z Pass segment polyline; existing geo.py 60th-St anchors,local equirectangular 40.767deg; infinite 60th-St line; north positive,auuwFdbqbMqG|R
60106,7th Avenue - Southbound - 34th St to 23rd St,Manhattan,treated,-3082.77199863118,-2206.1485309673703,2206.1485309673703,False,E-Z Pass segment polyline; existing geo.py 60th-St anchors,local equirectangular 40.767deg; infinite 60th-St line; north positive,sdvwFlhrbM`j@n^
57060,34th Street - Eastbound - 8th Ave to 7th Ave,Manhattan,treated,-2213.0366572392654,-2206.7708934359225,2206.7708934359225,False,E-Z Pass segment polyline; existing geo.py 60th-St anchors,local equirectangular 40.767deg; infinite 60th-St line; north positive,wkvwFlzrbMlFuP
8118,34th Street - Westbound - Madison Ave to 5th Ave,Manhattan,treated,-2214.744912554981,-2211.085291585135,2211.085291585135,False,E-Z Pass segment polyline; existing geo.py 60th-St anchors,local equirectangular 40.767deg; infinite 60th-St line; north positive,{puwFdxpbMeC|H
47023,6th Avenue - Northbound - 23rd St to 34th ST,Manhattan,treated,-3088.4542976209414,-2211.830829957132,2211.830829957132,False,E-Z Pass segment polyline; existing geo.py 60th-St anchors,local equirectangular 40.767deg; infinite 60th-St line; north positive,artwF~urbMeCaB}]oUMOoFmD
60023,34th Street - Eastbound - 7th Ave to 6th Ave,Manhattan,treated,-2219.312145455631,-2213.0366572392654,2213.0366572392654,False,E-Z Pass segment polyline; existing geo.py 60th-St anchors,local equirectangular 40.767deg; infinite 60th-St line; north positive,idvwFvhrbMpF_Q
20008,34th Street - Westbound - 3rd Ave to Madison Ave,Manhattan,treated,-2224.5568458364473,-2214.744912554981,2214.744912554981,False,E-Z Pass segment polyline; existing geo.py 60th-St anchors,local equirectangular 40.767deg; infinite 60th-St line; north positive,eduwFzyobMeCbIgCbIgC`I
23118,34th Street - Eastbound - 6th Ave to 5th Ave,Manhattan,treated,-2226.4401405953827,-2220.096581482998,2220.096581482998,False,E-Z Pass segment polyline; existing geo.py 60th-St anchors,local equirectangular 40.767deg; infinite 60th-St line; north positive,w|uwFzvqbMlGeS
102103,34th Street - Westbound - 1st Ave to 2nd Ave,Manhattan,treated,-2231.564906541213,-2225.1954156599945,2225.1954156599945,False,E-Z Pass segment polyline; existing geo.py 60th-St anchors,local equirectangular 40.767deg; infinite 60th-St line; north positive,gxtwF~|nbMgEtM
204008,Madison Avenue - northbound - 23 st to 34 st,Manhattan,treated,-3092.353787458211,-2226.7513218298586,2226.7513218298586,False,E-Z Pass segment polyline; existing geo.py 60th-St anchors,local equirectangular 40.767deg; infinite 60th-St line; north positive,wetwFtwqbMqi@_^
103020,34th Street - Westbound - 2nd Ave to 3rd Ave,Manhattan,treated,-2232.0835419306322,-2226.91987833153,2226.91987833153,False,E-Z Pass segment polyline; existing geo.py 60th-St anchors,local equirectangular 40.767deg; infinite 60th-St line; north positive,e~twF~kobM{D|L
118008,34th Street - Eastbound - 5th Ave to Madison Ave,Manhattan,treated,-2231.4773868187663,-2227.42554783567,2227.42554783567,False,E-Z Pass segment polyline; existing geo.py 60th-St anchors,local equirectangular 40.767deg; infinite 60th-St line; north positive,gtuwFtbqbMdC{H
8020,34th Street - Eastbound - Madison Ave to 3rd Ave,Manhattan,treated,-2243.6523525957487,-2231.4773868187663,2231.4773868187663,False,E-Z Pass segment polyline; existing geo.py 60th-St anchors,local equirectangular 40.767deg; infinite 60th-St line; north positive,apuwFxxpbMdCyHjCmIfC_I
44020,3rd Avenue - Northbound - 23rd St to 34th St,Manhattan,treated,-3110.632443478897,-2234.7934118424546,2234.7934118424546,False,E-Z Pass segment polyline; existing geo.py 60th-St anchors,local equirectangular 40.767deg; infinite 60th-St line; north positive,sxswFrypbMaj@k^
103105,2nd Avenue - Southbound - 34th St to 23rd St,Manhattan,treated,-3118.159139573906,-2241.9278899242136,2241.9278899242136,False,E-Z Pass segment polyline; existing geo.py 60th-St anchors,local equirectangular 40.767deg; infinite 60th-St line; north positive,u}twFhlobM`j@l^
20103,34th Street - Eastbound - 3rd Ave to 2nd Ave,Manhattan,treated,-2247.8306089545636,-2243.6523525957487,2243.6523525957487,False,E-Z Pass segment polyline; existing geo.py 60th-St anchors,local equirectangular 40.767deg; infinite 60th-St line; north positive,gcuwFpzobMxD}L
45102,1st Avenue - Northbound - 23rd St to 34th St,Manhattan,treated,-3125.514037695845,-2246.929479964483,2246.929479964483,False,E-Z Pass segment polyline; existing geo.py 60th-St anchors,local equirectangular 40.767deg; infinite 60th-St line; north positive,ilswF`}obMaj@y^
103102,34th Street - Eastbound - 2nd Ave to 1st Ave,Manhattan,treated,-2255.7786963039302,-2248.031580168741,2248.031580168741,False,E-Z Pass segment polyline; existing geo.py 60th-St anchors,local equirectangular 40.767deg; infinite 60th-St line; north positive,k}twFnlobMhEsM
79104,23rd Street - Westbound - 10th Ave to 11th Ave,Manhattan,treated,-3044.67822924763,-3039.3881482715524,3039.3881482715524,False,E-Z Pass segment polyline; existing geo.py 60th-St anchors,local equirectangular 40.767deg; infinite 60th-St line; north positive,{puwFl|tbMoF~P
172173,Henry Hudson Pkwy - Northbound - 99th St to 125th St,Manhattan,control,3045.4399749767044,5615.1648801014635,3045.4399749767044,True,E-Z Pass segment polyline; existing geo.py 60th-St anchors,local equirectangular 40.767deg; infinite 60th-St line; north positive,kk_xFbhobMuG}AcGgC{FgDkFkD{^}V{I{EwIoFoIeGwIgEqIqGaIeI
82079,23rd Street - Westbound - 9th Ave to 10th Ave,Manhattan,treated,-3056.846712081757,-3051.5663555187007,3051.5663555187007,False,E-Z Pass segment polyline; existing geo.py 60th-St anchors,local equirectangular 40.767deg; infinite 60th-St line; north positive,eiuwF`ktbMkFtP
50082,23rd Street - Westbound - 8th Ave to 9th Ave,Manhattan,treated,-3063.51441831263,-3057.23893009544,3057.23893009544,False,E-Z Pass segment polyline; existing geo.py 60th-St anchors,local equirectangular 40.767deg; infinite 60th-St line; north positive,sauwFbysbMqF~P
106050,23rd Street - Westbound - 7th Ave to 8th Ave,Manhattan,treated,-3068.794774875728,-3060.366949790613,3060.366949790613,False,E-Z Pass segment polyline; existing geo.py 60th-St anchors,local equirectangular 40.767deg; infinite 60th-St line; north positive,gztwFlgsbMoFnP
75079,10th Avenue - Northbound - 14th St to 23rd St,Manhattan,treated,-3771.1016465442067,-3065.935797287837,3065.935797287837,False,E-Z Pass segment polyline; existing geo.py 60th-St anchors,local equirectangular 40.767deg; infinite 60th-St line; north positive,cmtwFjvubMaAo@WE}^kV
47106,23rd Street - Westbound - 6th Ave to 7th Ave,Manhattan,treated,-3069.751008875324,-3067.809367634616,3067.809367634616,False,E-Z Pass segment polyline; existing geo.py 60th-St anchors,local equirectangular 40.767deg; infinite 60th-St line; north positive,_stwFjurbMiF`Q
