facility,month,crossings,is_crz_entry,log_crossings,post
Bronx - Whitestone Bridge,2023-01,3955925,False,15.190725265786387,False
Bronx - Whitestone Bridge,2023-02,3628837,False,15.104423044801992,False
Bronx - Whitestone Bridge,2023-03,4194372,False,15.249254423065441,False
Bronx - Whitestone Bridge,2023-04,4136656,False,15.235398531684808,False
Bronx - Whitestone Bridge,2023-05,4384006,False,15.293473704324041,False
Bronx - Whitestone Bridge,2023-06,4337982,False,15.282920051504663,False
Bronx - Whitestone Bridge,2023-07,4470059,False,15.312912389318459,False
Bronx - Whitestone Bridge,2023-08,4532557,False,15.326797017999208,False
Bronx - Whitestone Bridge,2023-09,4194281,False,15.2492327270963,False
Bronx - Whitestone Bridge,2023-10,4299767,False,15.274071625719877,False
Bronx - Whitestone Bridge,2023-11,4129600,False,15.233691350100662,False
Bronx - Whitestone Bridge,2023-12,4090654,False,15.224215661896137,False
Bronx - Whitestone Bridge,2024-01,3747875,False,15.136699837481519,False
Bronx - Whitestone Bridge,2024-02,3687034,False,15.12033316998381,False
Bronx - Whitestone Bridge,2024-03,4151120,False,15.23888897621284,False
Bronx - Whitestone Bridge,2024-04,4109154,False,15.228727969227585,False
Bronx - Whitestone Bridge,2024-05,4296677,False,15.273352723947427,False
Bronx - Whitestone Bridge,2024-06,4316456,False,15.27794548483351,False
Bronx - Whitestone Bridge,2024-07,4412543,False,15.299961951845361,False
Bronx - Whitestone Bridge,2024-08,4487206,False,15.316741017167915,False
Bronx - Whitestone Bridge,2024-09,4210276,False,15.253038999218585,False
Bronx - Whitestone Bridge,2024-10,4378281,False,15.29216696796448,False
Bronx - Whitestone Bridge,2024-11,4034621,False,15.210423175000516,False
Bronx - Whitestone Bridge,2024-12,4062424,False,15.217290643911252,False
Bronx - Whitestone Bridge,2025-02,3487317,False,15.064643517370074,True
Bronx - Whitestone Bridge,2025-03,4121798,False,15.231800276507064,True
Bronx - Whitestone Bridge,2025-04,4172965,False,15.244137611924874,True
Bronx - Whitestone Bridge,2025-05,4460628,False,15.31080034544239,True
Bronx - Whitestone Bridge,2025-06,4477520,False,15.314580103023259,True
Bronx - Whitestone Bridge,2025-07,4615850,False,15.345006807619631,True
Bronx - Whitestone Bridge,2025-08,4697980,False,15.362643399918658,True
Bronx - Whitestone Bridge,2025-09,4289356,False,15.27164739622067,True
Bronx - Whitestone Bridge,2025-10,4320684,False,15.278924512465036,True
Bronx - Whitestone Bridge,2025-11,4191544,False,15.248579959015778,True
Bronx - Whitestone Bridge,2025-12,4077606,False,15.22102085470259,True
Bronx - Whitestone Bridge,2026-01,3675046,False,15.11707647966294,True
Bronx - Whitestone Bridge,2026-02,3352474,False,15.025209436988614,True
