f,ci_low,ci_high,deficit,surplus,n_dates,note,vehicle_class,boundary_hour
0.027311834013993196,-0.010417678219692611,0.06596667099246425,316960.08396872604,8656.761202415191,210,,"1 - Cars, Pickups and Vans",5
,,,-260.8672490412503,-213.82182378749923,216,deficit is not positive; f undefined,2 - Single-Unit Trucks,5
-0.5077149724903812,-6.917399569649419,1.4528831253274832,5.733380067721348,-2.9109229033600443,207,,3 - Multi-Unit Trucks,5
,,,-1140.4384200735667,-5.257848291194653,209,deficit is not positive; f undefined,4 - Buses,5
1.181662097865524,0.38036449247197973,11.433062387956085,84.44748799615269,99.78839582500743,209,,5 - Motorcycles,5
-0.03195731331728051,-0.12155908269908484,0.10771438841388387,14291.154161778328,-456.70689121350733,214,,TLC Taxi/FHV,5
