boundary_hour,tau_exempt,tau_exempt_se,delta,se,ci_low,ci_high,delta_pct,n_obs,n_dates,year
5,0.08299723434800975,0.02558244052342544,-0.8090048508454826,0.025054411087759354,-0.8581114965774909,-0.7598982051134743,-55.469901329916006,26434,258,2025
21,0.058968111506354316,0.017323440367655374,0.07692217465552882,0.016238373757928522,0.04509496208998892,0.10874938722106872,7.995802501666775,26310,258,2025
5,0.04774807109330964,0.02089794982668476,-0.6725475737981547,0.022815321694994232,-0.7172656043203434,-0.627829543275966,-48.95933784595525,15402,177,2026
21,0.04955369237818538,0.018299522983735758,0.06094856084794966,0.01609176242168721,0.029408706501442734,0.09248841519445658,6.284424097451817,15448,177,2026
