specification,description,interpretation,outcome,treatment_date,panel_start,panel_end,pre_observations,post_observations,treated_links,control_links,reassigned_links,run_at,test_method,lead_count,covariance_rank,test_status,test_reason,chi2,p_value,dof,verdict,horizon,reference_week,observed_pre_week_min,pre_tail_pooled,n_obs,n_clusters
contiguous_baseline,October 2024-April 2025; all candidate controls,exploratory association; unverified source; controls unapproved,median_speed_mph,2025-01-05,2024-10-01 00:00:00,2025-04-30 23:00:00,601924,714088,148,175,0,2026-09-15T17:09:02+00:00,cluster_robust_wald_chi2,11,11,VALID,,73.24139545380436,2.943866751046532e-11,11,FAIL,12,-1,-14,True,1316012,323
