link_id,treated,n_hourly,n_post_hours,n_pre_hours,retained,exclusion_reason,sample
86099,False,2223,1203,1020,True,,offpeak
87086,False,2967,1419,1548,True,,offpeak
87088,False,3031,1485,1546,True,,offpeak
88087,False,3036,1488,1548,True,,offpeak
88089,False,3075,1478,1597,True,,offpeak
89088,False,3086,1484,1602,True,,offpeak
89090,False,825,473,352,True,,offpeak
90089,False,833,473,360,True,,offpeak
90091,False,822,473,349,True,,offpeak
91090,False,648,350,298,True,,offpeak
91092,False,3092,1491,1601,True,,offpeak
92091,False,930,357,573,True,,offpeak
92144,False,3080,1485,1595,True,,offpeak
93094,False,2872,1491,1381,True,,offpeak
93113,False,3066,1491,1575,True,,offpeak
94093,False,2872,1491,1381,True,,offpeak
94098,False,2871,1490,1381,True,,offpeak
95096,False,1037,0,1037,False,no observed pre/post support,offpeak
95170,False,3093,1491,1602,True,,offpeak
96095,False,1039,0,1039,False,no observed pre/post support,offpeak
96097,False,1014,0,1014,False,no observed pre/post support,offpeak
97096,False,1031,0,1031,False,no observed pre/post support,offpeak
97099,False,2742,1491,1251,True,,offpeak
98094,False,2575,1320,1255,True,,offpeak
98100,False,3093,1491,1602,True,,offpeak
99086,False,2482,1430,1052,True,,offpeak
99097,False,2227,1125,1102,True,,offpeak
100098,False,1426,652,774,True,,weekend
100115,False,1641,766,875,True,,weekend
1004,True,1643,765,878,True,,weekend
1011,True,1552,754,798,True,,weekend
102103,True,1499,625,874,True,,weekend
103020,True,1649,770,879,True,,weekend
103102,True,1394,595,799,True,,weekend
103105,True,1530,651,879,True,,weekend
104079,True,1368,601,767,True,,weekend
105044,True,1526,647,879,True,,weekend
105045,True,1448,569,879,True,,weekend
106047,True,989,403,586,True,,weekend
106050,True,954,428,526,True,,weekend
106107,True,1574,705,869,True,,weekend
107075,True,870,447,423,True,,weekend
107083,True,1206,634,572,True,,weekend
108078,True,1398,615,783,True,,weekend
109049,True,1057,404,653,True,,weekend
109080,True,1411,718,693,True,,weekend
109085,True,1337,719,618,True,,weekend
11001,True,1642,766,876,True,,weekend
11012,True,1546,678,868,True,,weekend
11014,True,1429,691,738,True,,weekend
111112,False,1448,668,780,True,,weekend
111113,False,1649,770,879,True,,weekend
112111,False,1649,770,879,True,,weekend
113093,False,1646,767,879,True,,weekend
113111,False,1649,770,879,True,,weekend
114115,False,1072,453,619,True,,weekend
114137,False,1505,704,801,True,,weekend
115100,False,1616,751,865,True,,weekend
115114,False,1585,721,864,True,,weekend
118008,True,603,267,336,True,,weekend
118023,True,607,271,336,True,,weekend
119061,True,1519,653,866,True,,weekend
12013,True,1570,704,866,True,,weekend
120135,False,1254,484,770,True,,weekend
120140,False,1517,770,747,True,,weekend
12015,True,1513,693,820,True,,weekend
121127,False,1504,625,879,True,,weekend
121145,False,1505,626,879,True,,weekend
121146,False,1473,608,865,True,,weekend
122134,False,1195,743,452,True,,weekend
122135,False,1601,770,831,True,,weekend
123124,False,1345,506,839,True,,weekend
124123,False,1477,604,873,True,,weekend
124125,False,1554,687,867,True,,weekend
125124,False,1632,753,879,True,,weekend
125127,False,1566,687,879,True,,weekend
126062,False,1505,626,879,True,,weekend
126145,False,1505,626,879,True,,weekend
127121,False,1505,626,879,True,,weekend
127125,False,1648,769,879,True,,weekend
128068,False,1636,761,875,True,,weekend
129130,False,1257,499,758,True,,weekend
129131,False,1106,617,489,True,,weekend
13003,True,1325,618,707,True,,weekend
130129,False,1430,600,830,True,,weekend
130139,False,1342,550,792,True,,weekend
13016,True,1636,770,866,True,,weekend
131129,False,1505,626,879,True,,weekend
134122,False,1649,770,879,True,,weekend
135120,False,1531,767,764,True,,weekend
135122,False,975,273,702,True,,weekend
137114,False,526,338,188,True,,weekend
139130,False,1505,626,879,True,,weekend
139146,False,1504,626,878,True,,weekend
14011,True,1589,715,874,True,,weekend
140120,False,1649,770,879,True,,weekend
140144,False,1649,770,879,True,,weekend
14017,True,1400,555,845,True,,weekend
14118,True,494,257,237,True,,weekend
144092,False,1470,628,842,True,,weekend
144140,False,1649,770,879,True,,weekend
145121,False,1503,624,879,True,,weekend
145126,False,1505,626,879,True,,weekend
146121,False,1494,619,875,True,,weekend
146139,False,1505,626,879,True,,weekend
147150,False,511,105,406,True,,weekend
148150,False,1501,685,816,True,,weekend
148151,False,1100,221,879,True,,weekend
15014,True,1468,709,759,True,,weekend
150147,False,1563,685,878,True,,weekend
150148,False,1360,556,804,True,,weekend
15018,True,1531,696,835,True,,weekend
151148,False,1083,221,862,True,,weekend
154181,False,1636,759,877,True,,weekend
154182,False,1649,770,879,True,,weekend
155180,False,1171,559,612,True,,weekend
156181,False,1649,770,879,True,,weekend
157158,False,852,539,313,True,,weekend
157159,False,675,419,256,True,,weekend
157160,False,1391,661,730,True,,weekend
157163,False,1418,678,740,True,,weekend
157177,False,1356,625,731,True,,weekend
158157,False,1291,557,734,True,,weekend
158165,False,901,613,288,True,,weekend
158185,False,855,24,831,True,,weekend
159157,False,1373,668,705,True,,weekend
159176,False,1540,731,809,True,,weekend
159179,False,1488,748,740,True,,weekend
16013,True,1566,761,805,True,,weekend
16015,True,1595,748,847,True,,weekend
160157,False,1405,675,730,True,,weekend
160159,False,1626,766,860,True,,weekend
160183,False,1501,639,862,True,,weekend
16019,True,1587,770,817,True,,weekend
161162,False,1647,768,879,True,,weekend
161183,False,1572,724,848,True,,weekend
162175,False,1646,768,878,True,,weekend
162179,False,1506,744,762,True,,weekend
163157,False,1407,680,727,True,,weekend
163164,False,1649,770,879,True,,weekend
164163,False,1638,766,872,True,,weekend
164165,False,961,658,303,True,,weekend
165158,False,793,599,194,True,,weekend
165164,False,1082,746,336,True,,weekend
166167,False,1275,599,676,True,,weekend
166169,False,1649,770,879,True,,weekend
167166,False,1649,770,879,True,,weekend
167168,False,240,0,240,False,no observed pre/post support,weekend
168167,False,240,0,240,False,no observed pre/post support,weekend
169166,False,11,3,8,True,,weekend
170095,False,1649,770,879,True,,weekend
17014,True,1283,585,698,True,,weekend
17018,True,1522,672,850,True,,weekend
17059,True,1550,672,878,True,,weekend
171172,False,336,0,336,False,no observed pre/post support,weekend
172171,False,335,0,335,False,no observed pre/post support,weekend
172173,False,336,0,336,False,no observed pre/post support,weekend
173172,False,335,0,335,False,no observed pre/post support,weekend
175184,False,1643,764,879,True,,weekend
176177,False,1423,605,818,True,,weekend
176184,False,1498,693,805,True,,weekend
177157,False,1388,675,713,True,,weekend
177176,False,1335,531,804,True,,weekend
177178,False,1471,702,769,True,,weekend
178177,False,1287,550,737,True,,weekend
179159,False,744,378,366,True,,weekend
179162,False,1552,769,783,True,,weekend
180155,False,1601,770,831,True,,weekend
18019,True,1524,722,802,True,,weekend
18037,True,1582,714,868,True,,weekend
181154,False,1649,770,879,True,,weekend
181156,False,1648,769,879,True,,weekend
182154,False,1041,402,639,True,,weekend
183160,False,1563,711,852,True,,weekend
183161,False,1641,767,874,True,,weekend
184175,False,1640,770,870,True,,weekend
184176,False,1561,682,879,True,,weekend
185158,False,361,12,349,True,,weekend
188189,False,1592,770,822,True,,weekend
189022,False,1571,757,814,True,,weekend
19016,True,1585,769,816,True,,weekend
190191,False,1465,701,764,True,,weekend
19056,True,1594,763,831,True,,weekend
191021,False,1531,707,824,True,,weekend
192193,False,1366,536,830,True,,weekend
193021,False,1515,710,805,True,,weekend
20004,True,1641,765,876,True,,weekend
20008,True,1649,770,879,True,,weekend
2001,True,1584,735,849,True,,weekend
20103,True,1645,767,878,True,,weekend
201071,False,1632,759,873,True,,weekend
2012,True,1538,690,848,True,,weekend
202035,False,824,379,445,True,,weekend
203041,True,1511,673,838,True,,weekend
203055,True,1553,674,879,True,,weekend
204008,True,1475,618,857,True,,weekend
204044,True,1270,564,706,True,,weekend
204047,True,1405,608,797,True,,weekend
21022,False,1606,749,857,True,,weekend
21193,False,1553,723,830,True,,weekend
22021,False,1433,664,769,True,,weekend
23017,True,1560,718,842,True,,weekend
23060,True,1195,578,617,True,,weekend
23118,True,603,267,336,True,,weekend
24026,False,684,383,301,True,,weekend
25035,False,481,323,158,True,,weekend
26034,False,385,239,146,True,,weekend
27034,False,733,525,208,True,,weekend
28029,False,450,210,240,True,,weekend
29150,False,311,98,213,True,,weekend
3002,True,1569,705,864,True,,weekend
3006,True,1507,647,860,True,,weekend
3013,True,1639,770,869,True,,weekend
34025,False,684,477,207,True,,weekend
34028,False,733,525,208,True,,weekend
35027,False,623,371,252,True,,weekend
35202,False,823,378,445,True,,weekend
37038,True,1639,760,879,True,,weekend
37059,True,1581,714,867,True,,weekend
38039,True,1649,770,879,True,,weekend
38054,True,1221,515,706,True,,weekend
39049,True,1586,707,879,True,,weekend
39085,True,1601,722,879,True,,weekend
4001,True,1640,764,876,True,,weekend
40041,True,1513,687,826,True,,weekend
40046,True,1368,710,658,True,,weekend
4005,True,1518,734,784,True,,weekend
4042,True,1594,717,877,True,,weekend
41203,True,1490,651,839,True,,weekend
42004,True,1489,766,723,True,,weekend
42048,True,1246,383,863,True,,weekend
42103,True,1643,765,878,True,,weekend
43051,False,1627,760,867,True,,weekend
44020,True,1639,769,870,True,,weekend
44105,True,1503,641,862,True,,weekend
44204,True,1492,621,871,True,,weekend
45102,True,1383,504,879,True,,weekend
45105,True,1444,565,879,True,,weekend
46005,True,1164,715,449,True,,weekend
46042,True,1545,764,781,True,,weekend
47023,True,1586,759,827,True,,weekend
47106,True,1537,695,842,True,,weekend
47204,True,1406,612,794,True,,weekend
48040,True,1530,653,877,True,,weekend
48042,True,1342,668,674,True,,weekend
49053,True,1503,672,831,True,,weekend
49109,True,749,506,243,True,,weekend
49119,True,1586,707,879,True,,weekend
5002,True,1459,700,759,True,,weekend
50057,True,1009,482,527,True,,weekend
5006,True,1471,691,780,True,,weekend
50082,True,966,439,527,True,,weekend
50106,True,895,406,489,True,,weekend
51043,False,1548,723,825,True,,weekend
52054,True,1544,721,823,True,,weekend
52056,True,1627,751,876,True,,weekend
53038,True,1563,769,794,True,,weekend
53049,True,1536,707,829,True,,weekend
53059,True,1548,717,831,True,,weekend
54052,True,1559,710,849,True,,weekend
54058,True,1601,722,879,True,,weekend
55006,True,1549,709,840,True,,weekend
55046,True,1559,770,789,True,,weekend
55203,True,1553,674,879,True,,weekend
56019,True,1585,757,828,True,,weekend
56037,True,1615,759,856,True,,weekend
56052,True,1631,765,866,True,,weekend
57053,True,1345,622,723,True,,weekend
57060,True,917,475,442,True,,weekend
57061,True,1309,527,782,True,,weekend
58039,True,1649,770,879,True,,weekend
58054,True,1564,712,852,True,,weekend
58077,True,1649,770,879,True,,weekend
59017,True,1467,627,840,True,,weekend
59053,True,1546,715,831,True,,weekend
59060,True,1139,522,617,True,,weekend
60023,True,1144,577,567,True,,weekend
6003,True,1203,576,627,True,,weekend
60057,True,1014,478,536,True,,weekend
60106,True,1038,542,496,True,,weekend
6055,True,1597,722,875,True,,weekend
61057,True,935,346,589,True,,weekend
61078,True,1301,529,772,True,,weekend
61082,True,1404,590,814,True,,weekend
62074,False,1505,626,879,True,,weekend
62126,False,1440,626,814,True,,weekend
63064,False,1545,739,806,True,,weekend
63074,False,1490,626,864,True,,weekend
65063,False,1630,770,860,True,,weekend
66067,False,1462,770,692,True,,weekend
66074,False,1321,626,695,True,,weekend
66128,False,1397,746,651,True,,weekend
67068,False,1068,484,584,True,,weekend
70071,False,1628,762,866,True,,weekend
71070,False,1630,763,867,True,,weekend
71201,False,1634,760,874,True,,weekend
74062,False,1503,626,877,True,,weekend
74063,False,1432,597,835,True,,weekend
74066,False,1319,626,693,True,,weekend
75079,True,1601,769,832,True,,weekend
75107,True,886,469,417,True,,weekend
76045,True,519,0,519,False,no observed pre/post support,weekend
76083,True,308,0,308,False,no observed pre/post support,weekend
77058,True,1649,770,879,True,,weekend
77081,True,1645,766,879,True,,weekend
78061,True,1133,476,657,True,,weekend
78108,True,1391,625,766,True,,weekend
78109,True,1040,523,517,True,,weekend
79078,True,1308,575,733,True,,weekend
79082,True,1624,770,854,True,,weekend
79104,True,1490,617,873,True,,weekend
80109,True,896,332,564,True,,weekend
8011,True,1638,763,875,True,,weekend
8020,True,1601,730,871,True,,weekend
81077,True,1633,759,874,True,,weekend
8118,True,603,267,336,True,,weekend
82050,True,1023,497,526,True,,weekend
82079,True,1644,768,876,True,,weekend
82110,True,1649,770,879,True,,weekend
83076,True,239,0,239,False,no observed pre/post support,weekend
83107,True,435,229,206,True,,weekend
84066,False,1448,769,679,True,,weekend
85077,True,1601,722,879,True,,weekend
85116,True,1600,721,879,True,,weekend
86087,False,1579,750,829,True,,weekend
86099,False,1230,634,596,True,,weekend
87086,False,1572,744,828,True,,weekend
87088,False,1599,769,830,True,,weekend
88087,False,1598,767,831,True,,weekend
88089,False,1640,767,873,True,,weekend
89088,False,1644,765,879,True,,weekend
89090,False,474,239,235,True,,weekend
90089,False,479,239,240,True,,weekend
90091,False,474,239,235,True,,weekend
91090,False,403,190,213,True,,weekend
91092,False,1649,770,879,True,,weekend
92091,False,438,140,298,True,,weekend
92144,False,1646,769,877,True,,weekend
93094,False,1504,769,735,True,,weekend
93113,False,1639,769,870,True,,weekend
94093,False,1504,769,735,True,,weekend
94098,False,1505,770,735,True,,weekend
95096,False,567,0,567,False,no observed pre/post support,weekend
95170,False,1649,770,879,True,,weekend
96095,False,567,0,567,False,no observed pre/post support,weekend
96097,False,567,0,567,False,no observed pre/post support,weekend
97096,False,562,0,562,False,no observed pre/post support,weekend
97099,False,1577,770,807,True,,weekend
98094,False,1414,722,692,True,,weekend
98100,False,1649,770,879,True,,weekend
99086,False,1402,752,650,True,,weekend
99097,False,1325,619,706,True,,weekend
